from_cinema,to_cinema,from_nearest_station,to_nearest_station,walk_from_cinema_to_station_min,metro_in_vehicle_min_est,walk_station_to_cinema_min,total_metro_transfer_min_est,note
佰映三克映画,上海百丽宫影城（万象城店）,Changping Road,Longbai Xincun,15.1,28.1,15.7,58.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海百丽宫影城（环贸iapm店）,Changping Road,South Shaanxi Road,15.1,8.2,8.2,31.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海百丽宫影城（长宁来福士店）,Changping Road,Zhongshan Park,15.1,9.4,9.2,33.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海百丽宫影城（陆家嘴中心店）,Changping Road,Shangcheng Road,15.1,23.6,6.4,45.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海百美汇影城（静安嘉里中心店）,Changping Road,Jing'an Temple,15.1,2.9,10.1,28.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海科技影城,Changping Road,South Shaanxi Road,15.1,8.2,13.6,36.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海美琪大戏院,Changping Road,West Nanjing Road,15.1,6.3,10.1,31.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,上海艺海剧院,Changping Road,West Nanjing Road,15.1,6.3,17.6,38.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,世纪友谊影城（LUXE南方商城店）,Changping Road,Lianhua Road,15.1,29.5,8.9,53.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,临港演艺中心,Changping Road,Dishui Lake,15.1,135.0,13.6,163.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,久事·上海商城剧院,Changping Road,Jing'an Temple,15.1,2.9,8.0,26.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,九棵树未来艺术中心,Changping Road, Jingping Road,15.1,61.5,166.7,243.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,兰心大戏院,Changping Road,South Shaanxi Road,15.1,8.2,10.7,33.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,博悦汇影城(BFC外滩金融中心店),Changping Road,Lujiazui,15.1,15.9,19.6,50.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,和平影都,Changping Road,People's Square,15.1,9.6,6.6,31.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,嘉定影剧院,Changping Road,North Jiading,15.1,64.2,28.9,108.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,国泰电影院,Changping Road,South Shaanxi Road,15.1,8.2,7.2,30.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,天山电影院-宛平剧院影城,Changping Road,Shanghai Stadium,15.1,14.6,15.1,44.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,天山电影院-虹桥艺术中心旗舰店,Changping Road,Loushanguan Road,15.1,12.7,5.4,33.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,寰映影城（大融城店）,Changping Road,Xingzhi Road,15.1,15.6,14.0,44.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,星轶STARX影剧院（上海宝山日月光店）,Changping Road,Changzhong Road,15.1,21.3,12.2,48.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,曹杨影城,Changping Road,Fengqiao Road,15.1,10.0,12.9,37.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,朵云轩杜比全景声影城,Changping Road,Longcao Road,15.1,19.3,12.1,46.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,沪东工人文化宫东宫影剧院,Changping Road,Ningguo Road,15.1,26.4,23.0,64.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
佰映三克映画,黄浦剧场,Changping Road,Qufu Road,15.1,10.4,13.0,38.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,CGV影城（松江印象城杜比ULTRA 4DX店）,South Shaanxi Road,Songjiang University Town,10.7,66.4,22.3,99.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,CGV影城（白玉兰广场IMAX店）,South Shaanxi Road,Tilanqiao,10.7,16.6,6.2,33.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,CGV影城（青浦天空万科广场IMAX店）,South Shaanxi Road,East Xujing,10.7,37.6,36.5,84.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,CMG融媒影城,South Shaanxi Road,Longhua Middle Road,10.7,9.0,16.5,36.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,MOViE MOViE影城（前滩太古里店）,South Shaanxi Road,Oriental Sports Center,10.7,21.0,5.9,37.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,SFC上影影城（丁香路LUXE店）,South Shaanxi Road,Middle Yanggao Road,10.7,22.4,10.1,43.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,SFC上影影城（国华广场店）,South Shaanxi Road,Jiangwan Stadium,10.7,29.7,12.6,53.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,SFC上影影城（港汇永华IMAX激光店）,South Shaanxi Road,Xujiahui,10.7,8.6,8.7,27.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,SFC上影百联影城（八佰伴IMAX店）,South Shaanxi Road,Shangcheng Road,10.7,15.5,8.1,34.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,SFC动漫主题影院（美罗城店）,South Shaanxi Road,Xujiahui,10.7,8.6,7.1,26.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,SFC永华电影荟（世纪汇店）,South Shaanxi Road,Pudian Road,10.7,20.3,11.3,42.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,UME影城（上海新天地店）,South Shaanxi Road,South Huangpi Road,10.7,3.2,9.3,23.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,万达影城（五角场万达广场激光IMAX店）,South Shaanxi Road,Jiangwan Stadium,10.7,29.7,8.2,48.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,万达影城（崇明万达广场店）,South Shaanxi Road,North Jiangyang Road,10.7,60.6,333.7,405.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,万达影城（金山万达广场店）,South Shaanxi Road,Minhang Development Zone,10.7,67.5,390.8,468.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海大光明电影院,South Shaanxi Road,People's Square,10.7,6.0,9.9,26.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海市沪北电影院,South Shaanxi Road,North Xizang Road,10.7,14.3,13.9,38.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海影城SHO,South Shaanxi Road,Jiaotong University,10.7,6.7,8.3,25.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海百丽宫影城（万象城店）,South Shaanxi Road,Longbai Xincun,10.7,24.5,15.7,50.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海百丽宫影城（环贸iapm店）,South Shaanxi Road,South Shaanxi Road,10.7,0.0,8.2,18.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海百丽宫影城（长宁来福士店）,South Shaanxi Road,Zhongshan Park,10.7,11.7,9.2,31.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海百丽宫影城（陆家嘴中心店）,South Shaanxi Road,Shangcheng Road,10.7,15.5,6.4,32.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海百美汇影城（静安嘉里中心店）,South Shaanxi Road,Jing'an Temple,10.7,5.2,10.1,26.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海科技影城,South Shaanxi Road,South Shaanxi Road,10.7,0.0,13.6,24.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海美琪大戏院,South Shaanxi Road,West Nanjing Road,10.7,3.2,10.1,23.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,上海艺海剧院,South Shaanxi Road,West Nanjing Road,10.7,3.2,17.6,31.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,世纪友谊影城（LUXE南方商城店）,South Shaanxi Road,Lianhua Road,10.7,26.2,8.9,45.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,临港演艺中心,South Shaanxi Road,Dishui Lake,10.7,131.2,13.6,155.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,久事·上海商城剧院,South Shaanxi Road,Jing'an Temple,10.7,5.2,8.0,23.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,九棵树未来艺术中心,South Shaanxi Road, Jingping Road,10.7,58.2,166.7,235.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,佰映三克映画,South Shaanxi Road,Changping Road,10.7,8.2,15.1,33.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,博悦汇影城(BFC外滩金融中心店),South Shaanxi Road,Lujiazui,10.7,12.3,19.6,42.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,和平影都,South Shaanxi Road,People's Square,10.7,6.0,6.6,23.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,嘉定影剧院,South Shaanxi Road,North Jiading,10.7,70.6,28.9,110.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,国泰电影院,South Shaanxi Road,South Shaanxi Road,10.7,0.0,7.2,17.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,天山电影院-宛平剧院影城,South Shaanxi Road,Shanghai Stadium,10.7,11.3,15.1,37.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,天山电影院-虹桥艺术中心旗舰店,South Shaanxi Road,Loushanguan Road,10.7,15.0,5.4,31.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,寰映影城（大融城店）,South Shaanxi Road,Xingzhi Road,10.7,23.8,14.0,48.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,星轶STARX影剧院（上海宝山日月光店）,South Shaanxi Road,Changzhong Road,10.7,29.4,12.2,52.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,曹杨影城,South Shaanxi Road,Fengqiao Road,10.7,16.4,12.9,39.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,朵云轩杜比全景声影城,South Shaanxi Road,Longcao Road,10.7,14.4,12.1,37.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,沪东工人文化宫东宫影剧院,South Shaanxi Road,Ningguo Road,10.7,24.0,23.0,57.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
兰心大戏院,黄浦剧场,South Shaanxi Road,Qufu Road,10.7,8.7,13.0,32.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),CGV影城（松江印象城杜比ULTRA 4DX店）,Lujiazui,Songjiang University Town,19.6,78.7,22.3,120.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),CGV影城（白玉兰广场IMAX店）,Lujiazui,Tilanqiao,19.6,12.1,6.2,37.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),CGV影城（青浦天空万科广场IMAX店）,Lujiazui,East Xujing,19.6,46.5,36.5,102.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),CMG融媒影城,Lujiazui,Longhua Middle Road,19.6,21.3,16.5,57.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),MOViE MOViE影城（前滩太古里店）,Lujiazui,Oriental Sports Center,19.6,28.7,5.9,54.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),SFC上影影城（丁香路LUXE店）,Lujiazui,Middle Yanggao Road,19.6,10.4,10.1,40.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),SFC上影影城（国华广场店）,Lujiazui,Jiangwan Stadium,19.6,25.2,12.6,57.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),SFC上影影城（港汇永华IMAX激光店）,Lujiazui,Xujiahui,19.6,20.9,8.7,49.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),SFC上影百联影城（八佰伴IMAX店）,Lujiazui,Shangcheng Road,19.6,8.7,8.1,36.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),SFC动漫主题影院（美罗城店）,Lujiazui,Xujiahui,19.6,20.9,7.1,47.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),SFC永华电影荟（世纪汇店）,Lujiazui,Pudian Road,19.6,8.3,11.3,39.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),UME影城（上海新天地店）,Lujiazui,South Huangpi Road,19.6,9.1,9.3,37.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),万达影城（五角场万达广场激光IMAX店）,Lujiazui,Jiangwan Stadium,19.6,25.2,8.2,52.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),万达影城（崇明万达广场店）,Lujiazui,North Jiangyang Road,19.6,60.6,333.7,413.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),万达影城（金山万达广场店）,Lujiazui,Minhang Development Zone,19.6,79.7,390.8,490.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海大光明电影院,Lujiazui,People's Square,19.6,6.3,9.9,35.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海市沪北电影院,Lujiazui,North Xizang Road,19.6,14.3,13.9,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海影城SHO,Lujiazui,Jiaotong University,19.6,19.0,8.3,46.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海百丽宫影城（万象城店）,Lujiazui,Longbai Xincun,19.6,36.8,15.7,72.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海百丽宫影城（环贸iapm店）,Lujiazui,South Shaanxi Road,19.6,12.3,8.2,40.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海百丽宫影城（长宁来福士店）,Lujiazui,Zhongshan Park,19.6,19.4,9.2,48.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海百丽宫影城（陆家嘴中心店）,Lujiazui,Shangcheng Road,19.6,8.7,6.4,34.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海百美汇影城（静安嘉里中心店）,Lujiazui,Jing'an Temple,19.6,13.0,10.1,42.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海科技影城,Lujiazui,South Shaanxi Road,19.6,12.3,13.6,45.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海美琪大戏院,Lujiazui,West Nanjing Road,19.6,9.6,10.1,39.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),上海艺海剧院,Lujiazui,West Nanjing Road,19.6,9.6,17.6,46.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),世纪友谊影城（LUXE南方商城店）,Lujiazui,Lianhua Road,19.6,38.5,8.9,67.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),临港演艺中心,Lujiazui,Dishui Lake,19.6,119.1,13.6,152.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),久事·上海商城剧院,Lujiazui,Jing'an Temple,19.6,13.0,8.0,40.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),九棵树未来艺术中心,Lujiazui, Jingping Road,19.6,70.4,166.7,256.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),佰映三克映画,Lujiazui,Changping Road,19.6,15.9,15.1,50.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),兰心大戏院,Lujiazui,South Shaanxi Road,19.6,12.3,10.7,42.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),和平影都,Lujiazui,People's Square,19.6,6.3,6.6,32.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),嘉定影剧院,Lujiazui,North Jiading,19.6,78.4,28.9,126.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),国泰电影院,Lujiazui,South Shaanxi Road,19.6,12.3,7.2,39.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),天山电影院-宛平剧院影城,Lujiazui,Shanghai Stadium,19.6,23.6,15.1,58.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),天山电影院-虹桥艺术中心旗舰店,Lujiazui,Loushanguan Road,19.6,22.7,5.4,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),寰映影城（大融城店）,Lujiazui,Xingzhi Road,19.6,29.9,14.0,63.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),星轶STARX影剧院（上海宝山日月光店）,Lujiazui,Changzhong Road,19.6,35.5,12.2,67.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),曹杨影城,Lujiazui,Fengqiao Road,19.6,24.1,12.9,56.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),朵云轩杜比全景声影城,Lujiazui,Longcao Road,19.6,26.7,12.1,58.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),沪东工人文化宫东宫影剧院,Lujiazui,Ningguo Road,19.6,19.6,23.0,62.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
博悦汇影城(BFC外滩金融中心店),黄浦剧场,Lujiazui,Qufu Road,19.6,8.7,13.0,41.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,CGV影城（松江印象城杜比ULTRA 4DX店）,People's Square,Songjiang University Town,6.6,72.4,22.3,101.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,CGV影城（白玉兰广场IMAX店）,People's Square,Tilanqiao,6.6,10.6,6.2,23.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,CGV影城（青浦天空万科广场IMAX店）,People's Square,East Xujing,6.6,40.2,36.5,83.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,CMG融媒影城,People's Square,Longhua Middle Road,6.6,15.0,16.5,38.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,MOViE MOViE影城（前滩太古里店）,People's Square,Oriental Sports Center,6.6,24.1,5.9,36.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,SFC上影影城（丁香路LUXE店）,People's Square,Middle Yanggao Road,6.6,16.7,10.1,33.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,SFC上影影城（国华广场店）,People's Square,Jiangwan Stadium,6.6,23.7,12.6,42.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,SFC上影影城（港汇永华IMAX激光店）,People's Square,Xujiahui,6.6,14.6,8.7,29.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,SFC上影百联影城（八佰伴IMAX店）,People's Square,Shangcheng Road,6.6,14.6,8.1,29.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
